Category: All categories

Day,rebecca black: (Worldwide)
2014-01-01,56
2014-01-02,72
2014-01-03,69
2014-01-04,80
2014-01-05,61
2014-01-06,49
2014-01-07,57
2014-01-08,50
2014-01-09,59
2014-01-10,93
2014-01-11,75
2014-01-12,59
2014-01-13,46
2014-01-14,39
2014-01-15,49
2014-01-16,47
2014-01-17,89
2014-01-18,73
2014-01-19,72
2014-01-20,48
2014-01-21,43
2014-01-22,38
2014-01-23,37
2014-01-24,87
2014-01-25,85
2014-01-26,64
2014-01-27,35
2014-01-28,28
2014-01-29,43
2014-01-30,43
2014-01-31,84
2014-02-01,55
2014-02-02,60
2014-02-03,35
2014-02-04,52
2014-02-05,33
2014-02-06,39
2014-02-07,81
2014-02-08,54
2014-02-09,41
2014-02-10,38
2014-02-11,46
2014-02-12,44
2014-02-13,72
2014-02-14,92
2014-02-15,79
2014-02-16,71
2014-02-17,46
2014-02-18,54
2014-02-19,42
2014-02-20,47
2014-02-21,76
2014-02-22,49
2014-02-23,54
2014-02-24,34
2014-02-25,36
2014-02-26,38
2014-02-27,45
2014-02-28,71
2014-03-01,61
2014-03-02,61
2014-03-03,42
2014-03-04,32
2014-03-05,29
2014-03-06,41
2014-03-07,88
2014-03-08,41
2014-03-09,50
2014-03-10,41
2014-03-11,34
2014-03-12,43
2014-03-13,40
2014-03-14,70
2014-03-15,52
2014-03-16,55
2014-03-17,32
2014-03-18,35
2014-03-19,35
2014-03-20,55
2014-03-21,81
2014-03-22,53
2014-03-23,41
2014-03-24,40
2014-03-25,43
2014-03-26,44
2014-03-27,37
2014-03-28,66
2014-03-29,50
2014-03-30,45
2014-03-31,34
2014-04-01,40
2014-04-02,48
2014-04-03,34
2014-04-04,76
2014-04-05,31
2014-04-06,45
2014-04-07,50
2014-04-08,42
2014-04-09,29
2014-04-10,36
2014-04-11,53
2014-04-12,58
2014-04-13,54
2014-04-14,44
2014-04-15,38
2014-04-16,31
2014-04-17,42
2014-04-18,52
2014-04-19,36
2014-04-20,57
2014-04-21,30
2014-04-22,41
2014-04-23,51
2014-04-24,29
2014-04-25,62
2014-04-26,48
2014-04-27,47
2014-04-28,35
2014-04-29,31
2014-04-30,45
2014-05-01,38
2014-05-02,94
2014-05-03,40
2014-05-04,40
2014-05-05,30
2014-05-06,35
2014-05-07,31
2014-05-08,36
2014-05-09,69
2014-05-10,44
2014-05-11,31
2014-05-12,37
2014-05-13,27
2014-05-14,34
2014-05-15,31
2014-05-16,64
2014-05-17,51
2014-05-18,32
2014-05-19,12
2014-05-20,21
2014-05-21,22
2014-05-22,33
2014-05-23,77
2014-05-24,29
2014-05-25,23
2014-05-26,34
2014-05-27,30
2014-05-28,33
2014-05-29,34
2014-05-30,75
2014-05-31,40
2014-06-01,47
2014-06-02,43
2014-06-03,48
2014-06-04,42
2014-06-05,41
2014-06-06,62
2014-06-07,44
2014-06-08,42
2014-06-09,28
2014-06-10,30
2014-06-11,42
2014-06-12,35
2014-06-13,70
2014-06-14,39
2014-06-15,41
2014-06-16,34
2014-06-17,28
2014-06-18,36
2014-06-19,39
2014-06-20,71
2014-06-21,100
2014-06-22,65
2014-06-23,26
2014-06-24,49
2014-06-25,28
2014-06-26,33
2014-06-27,56
2014-06-28,41
2014-06-29,35
2014-06-30,37
