Category: All categories

Day,rebecca black: (Worldwide)
2010-01-01,26
2010-01-02,33
2010-01-03,74
2010-01-04,49
2010-01-05,16
2010-01-06,59
2010-01-07,32
2010-01-08,25
2010-01-09,72
2010-01-10,40
2010-01-11,40
2010-01-12,31
2010-01-13,31
2010-01-14,40
2010-01-15,67
2010-01-16,51
2010-01-17,40
2010-01-18,15
2010-01-19,39
2010-01-20,39
2010-01-21,39
2010-01-22,49
2010-01-23,70
2010-01-24,58
2010-01-25,38
2010-01-26,46
2010-01-27,46
2010-01-28,39
2010-01-29,40
2010-01-30,30
2010-01-31,59
2010-02-01,53
2010-02-02,53
2010-02-03,30
2010-02-04,23
2010-02-05,81
2010-02-06,20
2010-02-07,78
2010-02-08,15
2010-02-09,76
2010-02-10,15
2010-02-11,47
2010-02-12,66
2010-02-13,83
2010-02-14,21
2010-02-15,82
2010-02-16,40
2010-02-17,79
2010-02-18,55
2010-02-19,16
2010-02-20,99
2010-02-21,48
2010-02-22,38
2010-02-23,82
2010-02-24,61
2010-02-25,31
2010-02-26,24
2010-02-27,39
2010-02-28,39
2010-03-01,30
2010-03-02,45
2010-03-03,61
2010-03-04,54
2010-03-05,56
2010-03-06,49
2010-03-07,49
2010-03-08,60
2010-03-09,60
2010-03-10,45
2010-03-11,15
2010-03-12,96
2010-03-13,68
2010-03-14,19
2010-03-15,37
2010-03-16,45
2010-03-17,38
2010-03-18,47
2010-03-19,49
2010-03-20,50
2010-03-21,58
2010-03-22,15
2010-03-23,15
2010-03-24,0
2010-03-25,46
2010-03-26,41
2010-03-27,90
2010-03-28,59
2010-03-29,38
2010-03-30,61
2010-03-31,39
2010-04-01,34
2010-04-02,19
2010-04-03,32
2010-04-04,66
2010-04-05,76
2010-04-06,23
2010-04-07,23
2010-04-08,15
2010-04-09,33
2010-04-10,20
2010-04-11,78
2010-04-12,22
2010-04-13,22
2010-04-14,53
2010-04-15,23
2010-04-16,32
2010-04-17,100
2010-04-18,40
2010-04-19,60
2010-04-20,67
2010-04-21,52
2010-04-22,46
2010-04-23,32
2010-04-24,0
2010-04-25,40
2010-04-26,29
2010-04-27,30
2010-04-28,38
2010-04-29,24
2010-04-30,17
2010-05-01,32
2010-05-02,51
2010-05-03,78
2010-05-04,31
2010-05-05,38
2010-05-06,39
2010-05-07,33
2010-05-08,41
2010-05-09,20
2010-05-10,61
2010-05-11,38
2010-05-12,0
2010-05-13,40
2010-05-14,42
2010-05-15,61
2010-05-16,40
2010-05-17,30
2010-05-18,30
2010-05-19,15
2010-05-20,71
2010-05-21,34
2010-05-22,43
2010-05-23,43
2010-05-24,96
2010-05-25,46
2010-05-26,31
2010-05-27,31
2010-05-28,42
2010-05-29,21
2010-05-30,20
2010-05-31,40
2010-06-01,15
2010-06-02,39
2010-06-03,49
2010-06-04,59
2010-06-05,22
2010-06-06,41
2010-06-07,30
2010-06-08,75
2010-06-09,38
2010-06-10,39
2010-06-11,17
2010-06-12,43
2010-06-13,42
2010-06-14,38
2010-06-15,31
2010-06-16,16
2010-06-17,32
2010-06-18,42
2010-06-19,74
2010-06-20,63
2010-06-21,47
2010-06-22,23
2010-06-23,31
2010-06-24,55
2010-06-25,34
2010-06-26,43
2010-06-27,43
2010-06-28,77
2010-06-29,15
2010-06-30,15
