Category: All categories

Day,rebecca black: (Worldwide)
2011-07-01,35
2011-07-02,30
2011-07-03,27
2011-07-04,23
2011-07-05,21
2011-07-06,21
2011-07-07,23
2011-07-08,31
2011-07-09,31
2011-07-10,26
2011-07-11,29
2011-07-12,27
2011-07-13,27
2011-07-14,25
2011-07-15,32
2011-07-16,28
2011-07-17,30
2011-07-18,41
2011-07-19,100
2011-07-20,79
2011-07-21,63
2011-07-22,58
2011-07-23,43
2011-07-24,37
2011-07-25,29
2011-07-26,22
2011-07-27,24
2011-07-28,19
2011-07-29,28
2011-07-30,26
2011-07-31,24
2011-08-01,22
2011-08-02,24
2011-08-03,19
2011-08-04,18
2011-08-05,25
2011-08-06,21
2011-08-07,21
2011-08-08,26
2011-08-09,18
2011-08-10,29
2011-08-11,72
2011-08-12,46
2011-08-13,35
2011-08-14,31
2011-08-15,24
2011-08-16,19
2011-08-17,17
2011-08-18,17
2011-08-19,22
2011-08-20,21
2011-08-21,17
2011-08-22,13
2011-08-23,15
2011-08-24,12
2011-08-25,13
2011-08-26,17
2011-08-27,16
2011-08-28,16
2011-08-29,20
2011-08-30,16
2011-08-31,18
2011-09-01,17
2011-09-02,20
2011-09-03,17
2011-09-04,16
2011-09-05,11
2011-09-06,12
2011-09-07,11
2011-09-08,10
2011-09-09,16
2011-09-10,14
2011-09-11,14
2011-09-12,10
2011-09-13,9
2011-09-14,10
2011-09-15,9
2011-09-16,17
2011-09-17,15
2011-09-18,12
2011-09-19,9
2011-09-20,7
2011-09-21,8
2011-09-22,9
2011-09-23,15
2011-09-24,12
2011-09-25,13
2011-09-26,10
2011-09-27,10
2011-09-28,9
2011-09-29,10
2011-09-30,15
2011-10-01,12
2011-10-02,11
2011-10-03,9
2011-10-04,8
2011-10-05,8
2011-10-06,8
2011-10-07,14
2011-10-08,11
2011-10-09,9
2011-10-10,7
2011-10-11,9
2011-10-12,8
2011-10-13,7
2011-10-14,11
2011-10-15,10
2011-10-16,8
2011-10-17,7
2011-10-18,7
2011-10-19,7
2011-10-20,7
2011-10-21,12
2011-10-22,9
2011-10-23,9
2011-10-24,8
2011-10-25,8
2011-10-26,8
2011-10-27,8
2011-10-28,12
2011-10-29,9
2011-10-30,9
2011-10-31,7
2011-11-01,9
2011-11-02,9
2011-11-03,9
2011-11-04,12
2011-11-05,10
2011-11-06,10
2011-11-07,7
2011-11-08,8
2011-11-09,7
2011-11-10,7
2011-11-11,12
2011-11-12,8
2011-11-13,9
2011-11-14,8
2011-11-15,9
2011-11-16,13
2011-11-17,18
2011-11-18,17
2011-11-19,15
2011-11-20,12
2011-11-21,9
2011-11-22,11
2011-11-23,12
2011-11-24,13
2011-11-25,15
2011-11-26,11
2011-11-27,9
2011-11-28,7
2011-11-29,6
2011-11-30,8
2011-12-01,8
2011-12-02,12
2011-12-03,11
2011-12-04,8
2011-12-05,7
2011-12-06,8
2011-12-07,10
2011-12-08,8
2011-12-09,12
2011-12-10,10
2011-12-11,9
2011-12-12,6
2011-12-13,7
2011-12-14,7
2011-12-15,31
2011-12-16,48
2011-12-17,23
2011-12-18,20
2011-12-19,22
2011-12-20,18
2011-12-21,24
2011-12-22,17
2011-12-23,17
2011-12-24,13
2011-12-25,11
2011-12-26,12
2011-12-27,11
2011-12-28,9
2011-12-29,11
2011-12-30,19
2011-12-31,25
